1.2683,1.1287,1.2233,1.0000
0.9548,0.8211,1.2527,1.0000
0.4732,0.9055,1.2686,1.0000
0.9915,1.0486,1.1550,1.0000
0.9097,1.2360,1.0924,1.0000
0.8795,1.0351,1.1501,1.0000
1.0223,1.0428,1.0942,1.0000
0.9996,0.9836,0.9663,1.0000
1.2046,0.9011,0.9288,1.0000
1.1822,0.7185,0.8008,1.0000
1.0944,1.1087,0.8578,1.0000
1.1487,1.1043,1.1128,1.0000
0.9406,0.6636,0.8549,1.0000
0.8426,0.7256,0.5932,1.0000
0.8622,0.7129,1.3796,1.0000
0.8127,0.4491,1.2071,1.0000
1.1124,1.4260,1.0275,1.0000
0.9171,0.9944,0.8963,1.0000
1.1651,0.5861,1.0661,1.0000
1.1281,0.9845,0.9162,1.0000
0.9704,1.3441,0.8438,1.0000
0.8266,0.8830,0.7221,1.0000
1.4240,1.1903,1.2774,1.0000
1.2068,1.0026,1.0735,1.0000
0.9875,1.3766,0.8644,1.0000
1.3833,0.9838,0.6185,1.0000
1.2022,1.1786,1.0420,1.0000
0.8385,0.9631,0.7260,1.0000
0.6721,1.2079,1.0957,1.0000
0.9652,0.8564,1.0703,1.0000
0.9633,1.2292,1.2285,1.0000
0.9161,0.7659,1.2123,1.0000
0.8890,1.0786,0.9866,1.0000
1.4362,0.7659,1.0751,1.0000
0.9209,1.3217,0.9446,1.0000
1.1274,0.5292,1.0241,1.0000
1.1383,1.3684,1.0403,1.0000
1.1913,0.7042,1.0525,1.0000
1.3277,0.8189,1.2606,1.0000
0.8575,1.0287,1.0819,1.0000
0.8239,0.9252,1.2076,1.0000
0.9710,1.0449,0.8011,1.0000
1.1967,0.9116,1.0414,1.0000
0.8523,0.9968,1.1112,1.0000
1.0123,1.1973,1.3465,1.0000
0.8769,0.9807,1.0058,1.0000
1.0023,0.8269,0.7732,1.0000
0.6017,0.9912,1.2724,1.0000
1.0257,0.6788,0.8970,1.0000
1.3523,1.2290,0.9680,1.0000
0.9500,0.9322,0.5962,1.0000
0.9432,0.8401,1.1222,1.0000
0.9736,1.1744,1.5866,1.0000
0.9201,1.0066,0.8910,1.0000
0.7116,1.0732,1.0348,1.0000
0.8517,1.0070,0.9788,1.0000
1.1782,0.9768,1.0760,1.0000
0.8258,0.9369,1.1424,1.0000
1.1448,1.2447,1.0237,1.0000
1.1313,1.0982,0.9882,1.0000
0.8064,0.9723,1.1864,1.0000
1.0726,1.2002,1.1583,1.0000
1.0324,1.1160,0.6738,1.0000
1.0567,0.6948,0.8959,1.0000
1.1656,1.2324,1.0734,1.0000
1.1837,1.1954,0.6088,1.0000
1.1635,0.9251,1.0922,1.0000
1.0141,0.8666,0.9454,1.0000
0.7965,0.9532,1.1678,1.0000
1.2322,1.0948,1.0991,1.0000
1.1496,1.3359,1.0979,1.0000
1.1565,0.9789,1.0328,1.0000
1.1784,1.0096,1.1416,1.0000
0.6770,1.1078,1.1075,1.0000
1.0983,0.9915,0.7841,1.0000
0.7722,0.6853,1.6664,1.0000
0.9942,0.9345,1.2311,1.0000
1.2624,0.9959,0.9107,1.0000
0.7687,1.0132,1.0659,1.0000
1.1950,1.2947,1.2099,1.0000
1.2172,1.2543,1.1419,1.0000
1.1346,0.6972,1.1672,1.0000
0.7117,0.9733,0.8255,1.0000
1.0512,1.0992,0.4952,1.0000
0.8468,1.2677,0.7884,1.0000
1.0373,0.8382,1.4887,1.0000
1.2280,1.2776,0.7874,1.0000
0.9447,0.8295,1.0521,1.0000
0.7434,1.0011,0.9419,1.0000
1.1279,1.2058,1.3173,1.0000
0.8759,1.2431,0.8747,1.0000
1.0033,1.0756,0.9502,1.0000
0.9822,1.1326,0.8327,1.0000
0.8230,0.8059,1.1449,1.0000
0.9409,1.0813,1.0158,1.0000
1.2324,1.2680,1.0200,1.0000
0.7402,1.0301,0.7123,1.0000
1.3106,0.7582,0.9927,1.0000
0.8692,1.3390,0.6592,1.0000
0.9160,1.3667,0.8919,1.0000
1.2185,1.1011,0.8522,1.0000
1.0013,0.7624,1.2500,1.0000
0.4863,0.8629,1.1921,1.0000
1.0707,1.1512,0.8238,1.0000
1.1034,0.6790,0.8042,1.0000
1.1630,1.0295,1.2626,1.0000
1.1484,1.0841,0.6949,1.0000
1.1686,0.9624,1.2941,1.0000
1.0866,1.1217,0.8400,1.0000
1.3312,0.8262,1.2124,1.0000
1.0495,1.5247,1.0165,1.0000
0.8193,1.2445,1.3832,1.0000
1.0435,1.4046,1.2145,1.0000
1.2419,0.7385,0.8821,1.0000
1.1549,1.0211,1.4199,1.0000
1.0183,1.2398,1.1052,1.0000
0.9135,1.0072,1.0397,1.0000
1.0936,0.9397,1.0846,1.0000
0.7922,1.2180,1.0155,1.0000
1.3062,0.7426,0.7713,1.0000
1.4167,0.6088,0.9493,1.0000
0.8707,1.0377,1.0828,1.0000
0.9485,1.2795,1.2678,1.0000
1.1450,1.1908,1.2405,1.0000
1.0821,1.2593,1.0051,1.0000
0.5824,1.0458,0.9429,1.0000
0.6442,0.6506,1.1787,1.0000
1.0410,1.0688,0.6640,1.0000
0.9611,1.2884,1.0062,1.0000
1.0489,1.0592,1.2044,1.0000
1.0830,0.8340,1.0239,1.0000
1.2473,1.0812,0.7964,1.0000
0.8362,0.7777,1.2327,1.0000
1.4022,0.9428,0.9132,1.0000
0.8144,0.7497,0.6920,1.0000
1.3953,1.2431,0.9928,1.0000
0.9684,0.9650,0.9619,1.0000
0.8643,0.8732,1.0050,1.0000
1.0682,1.1903,0.8613,1.0000
1.1154,0.7727,1.1318,1.0000
0.9234,0.7427,1.0190,1.0000
1.1241,0.9715,1.1944,1.0000
0.9763,1.0823,1.1426,1.0000
1.0586,0.6310,1.1723,1.0000
0.9133,1.1065,0.8718,1.0000
1.1053,1.0581,0.6368,1.0000
1.0453,0.9016,0.7589,1.0000
0.8454,0.9036,0.9049,1.0000
1.1297,1.0415,0.7556,1.0000
0.9229,1.0182,1.0305,1.0000
1.1912,1.0299,0.9024,1.0000
0.9552,1.0128,1.1653,1.0000
